Model,Year,Kilometers,Fuel_Type,Price
Honda City i VTEC CVT VX,2016,32000, Petrol ,7250
Honda City i VTEC CVT VX,2016,28000, Petrol ,5900
Honda City i VTEC CVT VX,2016,25314, Petrol ,7550
Honda City i VTEC CVT VX,2016,22000, Petrol ,8000
Honda City i VTEC CVT VX,2016,19434, Petrol ,6000
Honda City i VTEC CVT VX,2017,100385, Petrol ,6330
Honda City i VTEC CVT VX,2017,89969, Petrol ,7550
Honda City i VTEC CVT VX,2017,86945, Petrol ,7000
Honda City i VTEC CVT VX,2017,81904, Petrol ,7200
Honda City i VTEC CVT VX,2017,75185, Petrol ,8000
Honda City i VTEC CVT VX,2017,75083, Petrol ,8800
Honda City i VTEC CVT VX,2017,73003, Petrol ,7750
Honda City i VTEC CVT VX,2017,70000, Petrol ,7500
Honda City i VTEC CVT VX,2017,63000, Petrol ,8650
Honda City i VTEC CVT VX,2017,62405, Petrol ,6790
Honda City i VTEC CVT VX,2017,58011, Petrol ,7280
Honda City i VTEC CVT VX,2017,55203, Petrol ,7450
Honda City i VTEC CVT VX,2017,54184, Petrol ,6000
Honda City i VTEC CVT VX,2017,53000, Petrol ,6400
Honda City i VTEC CVT VX,2017,51920, Petrol ,7100
Honda City i VTEC CVT VX,2017,51000, Petrol ,8990
Honda City i VTEC CVT VX,2017,51000, Petrol ,8990
Honda City i VTEC CVT VX,2017,50000, Petrol ,8000
Honda City i VTEC CVT VX,2017,49568, Petrol ,6500
Honda City i VTEC CVT VX,2017,47258, Petrol ,8500
Honda City i VTEC CVT VX,2017,47000, Petrol ,7950
Honda City i VTEC CVT VX,2017,46729, Petrol ,7500
Honda City i VTEC CVT VX,2017,43417, Petrol ,8950
Honda City i VTEC CVT VX,2017,41000, Petrol ,7500
Honda City i VTEC CVT VX,2017,39000, Petrol ,7250
Honda City i VTEC CVT VX,2017,38515, Petrol ,7100
Honda City i VTEC CVT VX,2017,38000, Petrol ,7250
Honda City i VTEC CVT VX,2017,36000, Petrol ,6100
Honda City i VTEC CVT VX,2017,36000, Petrol ,6100
Honda City i VTEC CVT VX,2017,35000, Petrol ,9350
Honda City i VTEC CVT VX,2017,33400, Petrol ,8950
Honda City i VTEC CVT VX,2017,32721, Petrol ,10140
Honda City i VTEC CVT VX,2017,32422, Petrol ,8500
Honda City i VTEC CVT VX,2017,31000, Petrol ,6930
Honda City i VTEC CVT VX,2017,30991, Petrol ,9500
Honda City i VTEC CVT VX,2017,30000, Petrol ,8900
Honda City i VTEC CVT VX,2017,30000, Petrol ,6950
Honda City i VTEC CVT VX,2017,28419, Petrol ,8500
Honda City i VTEC CVT VX,2017,28340, Petrol ,10990
Honda City i VTEC CVT VX,2017,28000, Petrol ,8000
Honda City i VTEC CVT VX,2017,25550, Petrol ,8000
Honda City i VTEC CVT VX,2017,25000, Petrol ,9500
Honda City i VTEC CVT VX,2017,22735, Petrol ,7150
Honda City i VTEC CVT VX,2017,17687, Petrol ,9000
Honda City i VTEC CVT VX,2017,16665, Petrol ,11500
Honda City i VTEC CVT VX,2017,16665, Petrol ,11500
Honda City i VTEC CVT VX,2018,80000, Petrol ,9000
Honda City i VTEC CVT VX,2018,67181, Petrol ,8250
Honda City i VTEC CVT VX,2018,67173, Petrol ,7870
Honda City i VTEC CVT VX,2018,56400, Petrol ,8950
Honda City i VTEC CVT VX,2018,53416, Petrol ,7950
Honda City i VTEC CVT VX,2018,44000, Petrol ,9400
Honda City i VTEC CVT VX,2018,42000, Petrol ,5000
Honda City i VTEC CVT VX,2018,35000, Petrol ,8910
Honda City i VTEC CVT VX,2018,34025, Petrol ,7250
Honda City i VTEC CVT VX,2018,33412, Petrol ,8400
Honda City i VTEC CVT VX,2018,33000, Petrol ,8990
Honda City i VTEC CVT VX,2018,29635, Petrol ,9950
Honda City i VTEC CVT VX,2018,27947, Petrol ,7500
Honda City i VTEC CVT VX,2018,23733, Petrol ,9000
Honda City i VTEC CVT VX,2018,22000, Petrol ,7000
Honda City i VTEC CVT VX,2018,21000, Petrol ,10250
Honda City i VTEC CVT VX,2018,2264, Petrol ,8000
Honda City i VTEC CVT VX,2019,85759, Petrol ,11570
Honda City i VTEC CVT VX,2019,38000, Petrol ,8900
Honda City i VTEC CVT VX,2019,35000, Petrol ,7990
Honda City i VTEC CVT VX,2019,33500, Petrol ,10000
Honda City i VTEC CVT VX,2019,32000, Petrol ,10250
Honda City i VTEC CVT VX,2019,32000, Petrol ,9900
Honda City i VTEC CVT VX,2020,35000, Petrol ,7990
Honda City i VTEC CVT VX,2020,30000, Petrol ,11500
Honda City i VTEC CVT VX,2020,12487, Petrol ,13450
Honda City i VTEC CVT VX,2021,39011, Petrol ,13450
Honda City i VTEC CVT VX,2021,39000, Petrol ,13450
Honda City i VTEC CVT VX,2021,16000, Petrol ,11900
Honda City i VTEC CVT VX,2022,16000, Petrol ,14000
Honda City i VTEC CVT VX,2022,5100, Petrol ,15900
Honda City i VTEC CVT VX,2022,3800, Petrol ,15900
Honda City S,2009,90000, Petrol ,3000
Honda City S,2011,81846, Petrol ,3860
Honda City S,2011,71199, Petrol ,2850
Honda City S,2011,71025, Petrol ,2950
Honda City S,2012,210592, Petrol ,2550
Honda City S,2012,91030, Petrol ,3080
Honda City S,2012,81572, Petrol ,3000
Honda City S,2012,74103, Petrol ,3350
Honda City S,2012,62000, Petrol ,3500
Honda City S,2012,51902, Petrol ,3000
Honda City S,2013,93430, Petrol ,4000
Honda City S,2013,90000, Petrol ,4000
Honda City S,2013,74680, Petrol ,3620
Honda City S,2013,45000, Petrol ,3750
Honda City S,2013,43500, Petrol ,4210
Honda City SV MT,2014,146732, Petrol ,3700
Honda City SV MT,2014,50857, Petrol ,5250
Honda City SV MT,2020,25114, Petrol ,9450
Honda City SV MT,2021,22111, Petrol ,9000
Honda City SV MT,2021,6000, Petrol ,9750
Honda City V MT,2007,119515, Petrol ,1500
Honda City V MT,2007,80000, Petrol ,2200
Honda City V MT,2010,141081, Petrol ,3480
Honda City V MT,2010,90000, Petrol ,2300
Honda City V MT,2010,86258, Petrol ,3350
Honda City V MT,2010,85284, Petrol ,3250
Honda City V MT,2010,57825, Petrol ,3600
Honda City V MT,2010,25952, Petrol ,2990
Honda City V MT,2011,100553, Petrol ,3550
Honda City V MT,2012,135435, Petrol ,4000
Honda City V MT,2012,120088, Petrol ,3250
Honda City V MT,2012,98000, Petrol ,4000
Honda City V MT,2012,90000, Petrol ,4300
Honda City V MT,2012,70000, Petrol ,3490
Honda City V MT,2012,57950, Petrol ,4000
Honda City V MT,2012,55467, Petrol ,3950
Honda City V MT,2012,51511, Petrol ,4210
Honda City V MT,2012,48312, Petrol ,4460
Honda City V MT,2012,36000, Petrol ,4750
Honda City V MT,2013,350000, Petrol ,4900
Honda City V MT,2013,90000, Petrol ,5400
Honda City V MT,2013,55456, Petrol ,3940
Honda City V MT,2013,54341, Petrol ,6270
Honda City V MT,2014,30000, Petrol ,6750
Honda City V MT,2015,61272, Petrol ,5800
Honda City V MT,2015,59000, Petrol ,6850
Honda City V MT,2015,55000, Petrol ,5300
Honda City V MT,2017,60000, Petrol ,8000
Honda City V MT,2017,8602, Petrol ,7250
Honda City V MT,2018,51000, Petrol ,8250
Honda City V MT,2019,80146, Petrol ,7320
Honda City V MT,2019,63121, Petrol ,9750
Honda City V MT,2019,30258, Petrol ,9500
Honda City V MT,2019,22000, Petrol ,9650
Honda City V MT,2019,19006, Petrol ,9290
Honda City V MT,2020,64092, Petrol ,10000
Honda City V MT,2021,103000, Petrol ,9750
Honda City V MT,2021,11000, Petrol ,13400
Honda City V MT,2021,6605, Petrol ,10000
Honda City V MT,2021,5317, Petrol ,11390
Honda City V MT,2022,27690, Petrol ,10500
Honda City V MT,2022,15501, Petrol ,10380
Honda City V MT,2022,5000, Petrol ,10800
Honda City V MT,2022,3500, Petrol ,11250
Honda City ZX CVT,2015,74030, Petrol ,7500
Honda City ZX CVT,2017,70000, Petrol ,8350
Honda City ZX CVT,2017,64000, Petrol ,8500
Honda City ZX CVT,2018,28200, Petrol ,9200
Honda City ZX CVT,2019,82900, Petrol ,12500
Honda City ZX CVT,2019,71508, Petrol ,11400
Honda City ZX CVT,2019,44984, Petrol ,13500
Honda City ZX CVT,2020,35000, Petrol ,12950
Honda City ZX CVT,2020,20942, Petrol ,12960
Honda City ZX CVT,2020,17934, Petrol ,12460
Honda City ZX CVT,2020,16163, Petrol ,13260
Honda City ZX CVT,2020,12265, Petrol ,12570
Honda City ZX CVT,2020,5512, Petrol ,14450
Honda City ZX CVT,2021,33500, Petrol ,12500
Honda City ZX CVT,2021,17152, Petrol ,11980
Honda City ZX CVT,2021,11936, Petrol ,13950
Honda City ZX CVT,2021,10000, Petrol ,12550
Honda City ZX CVT,2021,5670, Petrol ,12390
Honda City ZX CVT,2021,5282, Petrol ,15260
Honda City ZX CVT,2021,3735, Petrol ,14000
Honda City ZX CVT,2021,1425, Petrol ,13250
Honda City ZX CVT,2022,15500, Petrol ,13800
Honda City ZX CVT,2022,14879, Petrol ,12750
Honda City ZX CVT,2022,8700, Petrol ,14000
Honda City ZX CVT,2022,5500, Petrol ,15900
Honda City ZX CVT,2022,5045, Petrol ,14500
Honda City ZX CVT,2022,4696, Petrol ,14480
Honda City ZX CVT,2022,1661, Petrol ,16000
Honda Civic 1.8 V MT,2006,40000, Petrol ,4000
Honda Civic 1.8 V MT,2007,196000, Petrol ,1800
Honda Civic 1.8 V MT,2007,90000, Petrol ,1220
Honda Civic 1.8 V MT,2007,90000, Petrol ,1220
Honda Civic 1.8 V MT,2007,67811, Petrol ,2080
Honda Civic 1.8 V MT,2007,45832, Petrol ,1500
Honda Civic 1.8 V MT,2007,40000, Petrol ,3100
Honda Civic 1.8 V MT,2008,120054, Petrol ,1960
Honda Civic 1.8 V MT,2008,114502, Petrol ,1000
Honda Civic 1.8 V MT,2008,110000, Petrol ,1250
Honda Civic 1.8 V MT,2008,110000, Petrol ,1250
Honda Civic 1.8 V MT,2008,100000, Petrol ,2000
Honda Civic 1.8 V MT,2008,80000, Petrol ,2000
Honda Civic 1.8 V MT,2008,80000, Petrol ,2000
Honda Civic 1.8 V MT,2008,80000, Petrol ,2000
Honda Civic 1.8 V MT,2008,71000, Petrol ,1950
Honda Civic 1.8 V MT,2008,70000, Petrol ,3850
Honda Civic 1.8 V MT,2009,183011, Petrol ,2000
Honda Civic 1.8 V MT,2009,131773, Petrol ,1500
Honda Civic 1.8 V MT,2009,128853, Petrol ,3000
Honda Civic 1.8 V MT,2009,109989, Petrol ,2800
Honda Civic 1.8 V MT,2009,92034, Petrol ,2000
Honda Civic 1.8 V MT,2009,72000, Petrol ,1950
Honda Civic 1.8 V MT,2009,65000, Petrol ,2450
Honda Civic 1.8 V MT,2010,80910, Petrol ,1650
Honda Civic 1.8 V MT,2010,70000, Petrol ,2000
Honda Civic 1.8 V MT,2010,61000, Petrol ,3110
Honda Civic 1.8 V MT,2010,41510, Petrol ,3000
Honda Civic 1.8 V MT,2010,40000, Petrol ,4000
Honda Civic 1.8 V MT,2011,107403, Petrol ,3100
Honda Civic 1.8 V MT,2011,103000, Petrol ,4500
Honda Civic 1.8 V MT,2011,68000, Petrol ,3100
Honda Civic 1.8 V MT,2011,33893, Petrol ,3000
Honda Civic ZX,2019,47297, Petrol ,15000
Honda Civic ZX,2019,47297, Petrol ,15000
Honda Civic ZX,2019,35000, Petrol ,15000
Honda Civic ZX,2019,18000, Petrol ,17250
Honda Civic ZX,2019,10745, Petrol ,17540
Honda CR-V 2.4L 4WD AT,2004,101752, Petrol ,3170
Honda CR-V 2.4L 4WD AT,2007,110000, Petrol ,4500
Honda CR-V 2.4L 4WD AT,2007,110000, Petrol ,4500
Honda CR-V 2.4L 4WD AT,2008,80000, Petrol ,1250
Honda CR-V 2.4L 4WD AT,2008,80000, Petrol ,2250
Honda CR-V 2.4L 4WD AT,2008,74139, Petrol ,3130
Honda CR-V 2.4L 4WD AT,2014,85105, Petrol ,9000
Honda CR-V 2.4L 4WD AT,2014,80000, Petrol ,7510
Honda CR-V 2.4L 4WD AT,2014,79000, Petrol ,7990
Honda CR-V 2.4L 4WD AT,2014,59000, Petrol ,10500
Honda CR-V 2.4L 4WD AT,2014,47867, Petrol ,10350
Honda CR-V 2.4L 4WD AT,2015,400000, Petrol ,12750
Honda CR-V 2.4L 4WD AT,2015,74000, Petrol ,11750
Honda CR-V 2.4L 4WD AT,2015,63000, Petrol ,12900
Honda CR-V 2.4L 4WD AT,2015,29000, Petrol ,12950
Honda CR-V 2.4L 4WD AT,2016,62157, Petrol ,12950
Honda CR-V 2.4L 4WD AT,2016,40000, Petrol ,13250
Honda CR-V 2.4L 4WD AT,2019,33000, Petrol ,24900
Honda Jazz 1.5 SV i DTEC,2015,210532, Diesel ,4500
Honda Jazz 1.5 SV i DTEC,2015,132349, Diesel ,4160
Honda Jazz 1.5 SV i DTEC,2015,72900, Diesel ,5750
Honda Jazz 1.5 SV i DTEC,2015,70000, Diesel ,6150
Honda Jazz 1.5 SV i DTEC,2015,47091, Diesel ,3980
Honda Jazz 1.5 SV i DTEC,2015,32495, Diesel ,6090
Honda Jazz 1.5 SV i DTEC,2016,110000, Diesel ,5150
Honda Jazz 1.5 SV i DTEC,2016,92000, Diesel ,6500
Honda Jazz 1.5 SV i DTEC,2016,52456, Diesel ,5600
Honda Jazz 1.5 SV i DTEC,2016,50000, Diesel ,4250
Honda Jazz 1.5 SV i DTEC,2016,35000, Diesel ,6200
Honda Jazz 1.5 SV i DTEC,2016,35000, Diesel ,6200
Honda Jazz V,2009,118383, Petrol ,1200
Honda Jazz V,2009,78216, Petrol ,1000
Honda Jazz V,2009,45000, Petrol ,2250
Honda Jazz V,2009,35958, Petrol ,2000
Honda Jazz V,2010,235702, Petrol ,2720
Honda Jazz V,2010,102885, Petrol ,1770
Honda Jazz V,2010,63000, Petrol ,2400
Honda Jazz V,2010,57788, Petrol ,1300
Honda Jazz V,2011,76140, Petrol ,4250
Honda Jazz V,2012,70000, Petrol ,2900
Honda Jazz V,2012,70000, Petrol ,3500
Honda Jazz V,2012,70000, Petrol ,2800
Honda Jazz V,2012,65577, Petrol ,3150
Honda Jazz V,2012,64000, Petrol ,4750
Honda Jazz V,2012,34391, Petrol ,3900
Honda Jazz V,2015,75611, Petrol ,5330
Honda Jazz V,2015,71000, Petrol ,4750
Honda Jazz V,2015,65000, Petrol ,5250
Honda Jazz V,2015,59900, Petrol ,5650
Honda Jazz V,2015,53217, Petrol ,4950
Honda Jazz V,2015,52087, Petrol ,4810
Honda Jazz V,2015,51000, Petrol ,4560
Honda Jazz V,2015,48509, Petrol ,5850
Honda Jazz V,2015,46000, Petrol ,5450
Honda Jazz V,2015,45093, Petrol ,5750
Honda Jazz V,2015,44284, Petrol ,3600
Honda Jazz V,2015,40000, Petrol ,6500
Honda Jazz V,2015,37326, Petrol ,5000
Honda Jazz V,2015,37326, Petrol ,5000
Honda Jazz V,2015,36000, Petrol ,4000
Honda Jazz V,2015,35200, Petrol ,6250
Honda Jazz V,2015,28714, Petrol ,5170
Honda Jazz V,2016,170000, Petrol ,5250
Honda Jazz V,2016,92448, Petrol ,4500
Honda Jazz V,2016,84067, Petrol ,4500
Honda Jazz V,2016,72926, Petrol ,5100
Honda Jazz V,2016,68000, Petrol ,5650
Honda Jazz V,2016,67473, Petrol ,5950
Honda Jazz V,2016,64393, Petrol ,4800
Honda Jazz V,2016,63548, Petrol ,4680
Honda Jazz V,2016,52500, Petrol ,5650
Honda Jazz V,2016,51453, Petrol ,5330
Honda Jazz V,2016,43000, Petrol ,5300
Honda Jazz V,2016,42000, Petrol ,3650
Honda Jazz V,2016,40001, Petrol ,6250
Honda Jazz V,2016,38260, Petrol ,6500
Honda Jazz V,2016,33000, Petrol ,4950
Honda Jazz V,2016,31480, Petrol ,6990
Honda Jazz V,2016,28232, Petrol ,4000
Honda Jazz V,2016,23199, Petrol ,6850
Honda Jazz V,2017,76858, Petrol ,4900
Honda Jazz V,2017,68011, Petrol ,7000
Honda Jazz V,2017,66964, Petrol ,6500
Honda Jazz V,2017,65269, Petrol ,6900
Honda Jazz V,2017,55000, Petrol ,5600
Honda Jazz V,2017,52000, Petrol ,6100
Honda Jazz V,2017,42000, Petrol ,4800
Honda Jazz V,2017,40430, Petrol ,6250
Honda Jazz V,2017,38500, Petrol ,8000
Honda Jazz V,2017,37000, Petrol ,6250
Honda Jazz V,2017,36000, Petrol ,7450
Honda Jazz V,2017,35566, Petrol ,6450
Honda Jazz V,2017,31238, Petrol ,5000
Honda Jazz V,2017,27000, Petrol ,5110
Honda Jazz V,2017,25025, Petrol ,5650
Honda Jazz V,2017,24779, Petrol ,5500
Honda Jazz V,2017,21000, Petrol ,6900
Honda Jazz V,2017,14453, Petrol ,6700
Honda Jazz V,2017,14073, Petrol ,6700
Honda Jazz V,2018,64000, Petrol ,7750
Honda Jazz V,2018,60000, Petrol ,5500
Honda Jazz V,2018,54000, Petrol ,6800
Honda Jazz V,2018,45915, Petrol ,6250
Honda Jazz V,2018,29000, Petrol ,6950
Honda Jazz V,2018,24530, Petrol ,7600
Honda Jazz V,2019,40000, Petrol ,5500
Honda Jazz V,2019,32699, Petrol ,7500
Honda Jazz V,2019,30935, Petrol ,7400
Honda Jazz V,2019,30000, Petrol ,8650
Honda Jazz V,2019,17782, Petrol ,7000
Honda Mobilio S i-DTEC,2014,205546, Diesel ,2250
Honda Mobilio S i-DTEC,2014,168039, Diesel ,5850
Honda Mobilio S i-DTEC,2014,120000, Diesel ,4500
Honda Mobilio S i-DTEC,2014,120000, Diesel ,3500
Honda Mobilio S i-DTEC,2014,116734, Diesel ,5500
Honda Mobilio S i-DTEC,2014,115181, Diesel ,5270
Honda Mobilio S i-DTEC,2014,90962, Diesel ,3500
Honda Mobilio S i-DTEC,2014,84504, Diesel ,3000
Honda Mobilio S i-DTEC,2014,78000, Diesel ,6250
Honda Mobilio S i-DTEC,2015,120000, Diesel ,5000
Honda Mobilio S i-DTEC,2015,85000, Diesel ,4950
Honda Mobilio S i-DTEC,2015,80000, Diesel ,4500
Honda Mobilio S i-DTEC,2015,80000, Diesel ,4490
Honda WR-V i-DTEC VX,2017,106401, Diesel ,5250
Honda WR-V i-DTEC VX,2017,97526, Diesel ,6350
Honda WR-V i-DTEC VX,2017,89861, Diesel ,7250
Honda WR-V i-DTEC VX,2017,88600, Diesel ,7600
Honda WR-V i-DTEC VX,2017,72718, Diesel ,5000
Honda WR-V i-DTEC VX,2017,59835, Diesel ,4700
Honda WR-V i-DTEC VX,2017,50000, Diesel ,7500
Honda WR-V i-DTEC VX,2017,43741, Diesel ,6500
Honda WR-V i-DTEC VX,2018,110000, Diesel ,7500
Honda WR-V i-DTEC VX,2018,87482, Diesel ,7500
Honda WR-V i-DTEC VX,2018,80286, Diesel ,6700
Honda WR-V i-DTEC VX,2018,70000, Diesel ,7500
Honda WR-V i-DTEC VX,2018,54000, Diesel ,8250
Honda WR-V i-DTEC VX,2018,44255, Diesel ,6200
Honda WR-V i-DTEC VX,2018,40000, Diesel ,7150
Honda WR-V i-DTEC VX,2019,120000, Diesel ,6500
Honda WR-V i-DTEC VX,2019,110000, Diesel ,9150
Honda WR-V i-DTEC VX,2019,80000, Diesel ,10100
Honda WR-V i-DTEC VX,2020,33174, Diesel ,9200
Honda WR-V i-VTEC VX,2014,81667, Petrol ,4500
Honda WR-V i-VTEC VX,2014,67683, Petrol ,3500
Honda WR-V i-VTEC VX,2014,42000, Petrol ,4950
Honda WR-V i-VTEC VX,2014,8696, Petrol ,4000
Honda WR-V i-VTEC VX,2017,88695, Petrol ,7480
Honda WR-V i-VTEC VX,2017,70336, Petrol ,5860
Honda WR-V i-VTEC VX,2017,28383, Petrol ,7990
Honda WR-V i-VTEC VX,2017,25000, Petrol ,5980
Honda WR-V i-VTEC VX,2017,20619, Petrol ,6000
Honda WR-V i-VTEC VX,2017,19848, Petrol ,7000
Honda WR-V i-VTEC VX,2017,17000, Petrol ,6450
Honda WR-V i-VTEC VX,2017,15711, Petrol ,6250
Honda WR-V i-VTEC VX,2017,15500, Petrol ,7500
Honda WR-V i-VTEC VX,2018,43800, Petrol ,7450
Honda WR-V i-VTEC VX,2018,34016, Petrol ,8090
Honda WR-V i-VTEC VX,2018,33826, Petrol ,6480
Honda WR-V i-VTEC VX,2018,32512, Petrol ,8200
Honda WR-V i-VTEC VX,2018,28000, Petrol ,8250
Honda WR-V i-VTEC VX,2018,25000, Petrol ,7450
Honda WR-V i-VTEC VX,2019,53862, Petrol ,7400
Honda WR-V i-VTEC VX,2019,30000, Petrol ,7500
Honda WR-V i-VTEC VX,2019,28000, Petrol ,8650
Honda WR-V i-VTEC VX,2020,15000, Petrol ,9250
Honda WR-V i-VTEC VX,2021,30000, Petrol ,9500
Honda WR-V i-VTEC VX,2021,16748, Petrol ,8140
Honda WR-V i-VTEC VX,2022,10000, Petrol ,10440
